8/3/2016 7:18:18 AM
4 1 1993 volts
Name	Area	Similarity	Match	R.T. (s)	Height	FWHH (s)	Tailing Factor	Peak S/N	Quant S/N	Base Mass	Quant Masses	CAS	Group	Type	Sample	Spectrum
OFN	66914224	857		304.7	4693535	0.862	0.99	8341	11644	272.00	XIC(271.99±0.5)		t	Target	Day 4 L-4 v-2:3	79.02390:144485.14 80.05685:10798.48 81.07274:2517.71 82.06682:1865.96 93.00744:267125.97 94.04283:10602.45 95.07876:2066.02 96.04113:6001.90 110.01183:85528.93 111.02318:9046.64 112.02544:5647.59 113.03313:2929.18 117.00932:265623.78 118.03029:17470.90 119.07412:3045.82 120.06522:4795.38 122.01028:168001.53 123.02108:17824.99 124.01097:13026.88 125.07036:3626.17 134.01020:155483.19 135.03051:17828.15 135.99955:378924.13 137.01898:40651.95 138.00698:3495.32 139.01489:5810.68 141.01004:323033.72 142.02194:29728.03 143.08225:10439.81 146.01491:84826.88 147.04574:16037.90 148.01390:34621.69 149.04582:6111.82 153.01353:176286.64 154.03119:19945.16 155.02093:11504.27 156.01971:6276.73 165.01502:225046.53 166.03633:26985.37 167.05876:9203.06 168.09571:4410.20 172.01358:196002.28 173.02182:19948.14 175.08397:15850.06 179.00968:64805.48 180.02488:7659.39 181.01927:2809.57 184.01655:83466.24 185.09652:11204.98 186.09917:2928.09 187.12601:4419.71 191.01080:151838.08 192.02161:14214.55 193.01613:3539.19 194.11844:5972.41 203.01304:754629.69 204.01744:93439.16 210.00984:134031.30 211.01652:12481.90 212.08593:10439.53 213.09606:4854.31 222.00433:960071.88 223.01147:105763.87 224.01169:11607.70 234.01184:103567.53 235.01650:15500.50 237.04106:1994.63 241.00220:1844774.88 242.00731:189415.03 242.99057:184799.56 253.01302:249550.48 254.01912:42144.05 255.04180:7214.72 271.99680:3828252.00 273.00200:418458.88 274.00071:25880.90
Peak 10	265074	198		306.108	16216	1.062	2.38	24	134	272.00	XIC(272.00±500ppm)			Unknown	Day 4 L-4 v-2:3	83.43269:216.14 272.00035:13232.78 294.91917:119.94 308.64239:107.86 359.22104:112.67 374.53314:396.71 375.04531:309.88 385.45810:289.83 397.47574:137.18 436.88272:137.04 438.48476:228.19 439.85967:208.52 442.71128:152.05 449.83604:137.27 453.02086:107.24 465.33344:112.17 478.59851:268.07 483.42507:113.93 489.93762:260.41 509.05635:289.72 512.26928:91.42 521.21389:90.15 524.64173:77.82 531.37556:473.18 534.34277:94.83 585.20454:314.08 595.44522:307.13 606.01726:318.71
Peak 11	137962	189		312.805	8224	0.714	1.95	23	25	281.05	XIC(281.05±500ppm)			Unknown	Day 4 L-4 v-2:3	131.03447:740.00 233.74676:131.22 265.95944:233.95 266.97887:411.75 277.77369:387.28 279.36423:173.28 281.05156:9929.60 282.02521:1905.69 283.06808:2034.32 317.37655:340.89 325.80484:260.50 361.41424:91.30 362.09645:449.83 398.19094:216.51 409.77203:123.31 425.89584:202.12 430.83347:94.95 439.95591:132.72 451.32588:233.65 456.58441:191.24 465.50086:231.54 483.01319:148.13 488.90050:233.18 490.76429:214.05 509.51641:96.00 513.68389:131.59 514.28774:200.25 518.43705:83.81 520.61084:281.94 521.64176:114.99 522.10675:224.25 528.25904:352.71 532.32340:109.33 561.94050:191.76 575.82535:302.99 582.14516:90.84 589.23102:797.47 596.27986:228.48 596.62588:98.92 597.05124:182.67 597.92336:149.15 614.60918:175.28 617.63236:106.74 618.17577:80.99 629.91427:182.29 632.30973:109.56 638.33406:400.81 638.60770:119.47 639.23922:112.49 645.33351:116.15 645.88897:142.68 649.50366:358.42
Peak 12	1531427			314.827	58459	1.125	0.80	41	74	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05808:44239.13 74.06232:2323.10 250.97740:514.76 251.14945:165.67 252.04095:142.26 267.01597:11951.39 268.00452:2268.85 268.94974:1083.40 321.05317:83.74 350.86590:81.02 355.08609:9375.97 355.70538:206.62 356.08398:3341.70 357.07470:1678.09 373.46857:158.57 437.82967:262.43 441.43297:153.00 522.35996:269.35 541.83503:221.24
Peak 13	247103	74		316.942	16152	0.711	1.45	79	78	254.00	XIC(254.00±500ppm)			Unknown	Day 4 L-4 v-2:3	48.19633:278.77 60.06686:2566.16 85.00788:1051.42 127.02829:2097.27 127.80285:197.57 139.08765:1599.44 203.01669:982.30 204.00620:4477.47 223.01477:8729.81 223.99412:505.11 254.00287:20278.69 255.07390:313.77 277.74866:99.45 297.52572:201.22 297.59845:369.90 349.46348:193.18 371.36626:236.24 381.66267:360.41 383.89698:97.36 395.75918:223.24 396.41806:104.05 413.47753:264.98 413.63717:179.17 430.57423:98.38 442.84271:127.60 464.82590:256.10 467.12546:328.75 471.21265:113.74 474.81233:117.07 487.52113:175.65 494.61238:81.26 509.17352:775.93 521.47295:305.69 532.64958:250.35 536.62838:173.38 545.37182:133.39 556.66090:134.98 558.35686:174.29 561.83055:101.10 564.68415:256.41 568.88472:102.12 570.70991:205.59 572.65174:286.81 600.86771:345.22 601.21152:117.76 610.93490:346.22 611.74789:110.07 615.07380:95.16 620.46181:259.82 621.56070:358.38 623.50529:207.79 632.70244:100.32
Decane	59197250	872		335.034	4304923	0.713	1.02	3365	1276	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.49831:26606.24 44.97505:8626.72 45.09612:6320.72 45.90758:4111.63 46.08542:3796.07 46.47006:884.62 46.55393:1095.18 46.65240:1586.97 46.98201:1676.52 47.06592:4362.75 47.91333:1329.32 48.07707:873.97 48.13176:3095.72 48.27741:3464.33 48.99283:3894.60 49.07703:7017.02 49.95595:4545.14 50.08540:9888.11 50.48589:1925.62 50.58483:6285.85 51.04183:42397.01 52.04838:26465.18 52.61340:1767.39 52.76740:6351.07 53.05743:177346.96 54.06485:159811.71 54.68374:9178.01 54.84653:11091.05 55.07120:1346693.20 55.78269:3018.32 55.89843:5270.52 56.07787:1320682.64 56.69589:4654.43 57.08486:7288690.92 58.08834:326002.54 59.02080:3309.88 59.09193:8663.92 59.95921:2724.22 60.17584:4715.93 60.97795:3060.40 61.15023:4462.42 61.98183:5824.99 62.04139:1076.24 62.12683:5585.45 63.03765:10322.50 63.83644:1624.80 64.05807:3878.22 64.47980:1367.82 64.64896:1698.78 65.05234:28327.62 65.84580:602.40 66.05725:16196.20 66.86261:2114.27 67.06989:116397.83 67.88826:2314.42 68.07328:85674.34 69.08207:521500.81 70.08996:832870.65 71.09616:3472590.03 72.09878:204282.20 72.92845:5313.50 73.10137:9489.66 73.98417:2249.87 74.11408:2114.96 74.98178:876.49 75.16906:2535.60 75.53381:1561.06 75.68251:610.37 75.83080:2700.21 75.93494:2106.46 76.34711:4697.92 77.05239:23221.27 77.27339:1994.34 77.40300:994.19 77.53521:2479.98 77.63650:502.26 77.72198:2375.98 78.05304:10631.14 78.17138:1504.40 78.42230:1838.26 79.06663:23317.27 79.41917:1272.83 79.56657:1539.22 79.75747:2854.58 80.00742:1106.85 80.08623:3942.79 80.45107:2371.14 80.72908:948.88 81.07997:27886.42 81.34982:423.83 81.49154:2799.74 81.62290:4399.94 82.08770:63946.19 83.09475:224513.00 84.10237:456438.15 85.11043:1723977.00 86.11238:121543.01 86.93402:1046.45 87.10954:8304.22 87.98496:1116.46 88.13836:2012.80 88.95308:608.93 89.15757:1383.69 89.68048:1098.65 89.85156:250.89 90.59268:379.55 90.78605:953.11 90.90423:689.26 91.20006:1318.31 91.42892:3135.96 91.84786:1100.29 92.23386:276.70 92.37692:611.65 92.50353:1300.83 92.75921:522.22 93.07468:6161.60 93.26651:1630.18 93.46870:897.49 93.60143:948.08 93.75673:1043.39 94.35379:1039.68 94.53551:1030.64 94.67700:928.01 94.78059:664.78 94.93832:1053.85 95.09794:7578.87 95.30100:401.75 95.47797:629.55 95.60882:1157.48 95.66897:722.60 95.81744:752.57 95.85108:741.55 96.10004:17816.17 96.41670:228.74 96.58446:1190.25 96.78481:265.16 96.89903:906.21 97.10997:93598.94 98.11619:319429.59 99.12364:326430.29 100.12549:25534.84 100.91040:962.20 101.13325:4268.45 101.36677:548.47 101.87449:1354.37 102.02407:2682.10 102.24745:550.55 102.40634:744.19 102.58873:1252.23 102.84932:982.27 103.26293:1002.82 103.81458:1399.49 104.35836:227.05 104.42214:216.81 104.57512:2534.81 104.86988:748.02 105.06103:1351.12 105.23578:997.17 105.50295:639.85 105.57862:844.73 105.79816:220.14 106.82803:307.23 107.37718:367.18 107.56569:933.89 107.62034:441.95 107.76566:221.54 107.88727:1308.20 108.44501:1129.83 108.50453:821.09 108.71896:964.17 109.10160:5216.52 109.86674:1271.10 110.11225:7119.78 110.46031:675.41 110.58610:397.66 110.82038:770.10 111.12544:25976.32 111.60555:1922.98 111.83812:1222.83 112.13232:186154.14 112.54846:296.13 112.61470:268.24 112.68096:311.16 112.76296:602.64 112.84670:276.21 113.13852:241688.86 113.89363:404.85 114.14219:21249.60 114.51074:237.56 114.66116:543.92 114.84728:959.83 115.16153:2520.82 115.39834:556.61 115.54857:239.60 115.91516:1274.52 116.11969:515.87 121.06528:1067.61 124.12425:480.94 124.29820:238.51 124.96033:298.61 125.13873:5614.92 126.14680:75402.05 127.15584:170220.23 127.74389:1808.96 128.15665:18749.84 128.69888:1006.17 128.80529:2385.55 129.34203:577.36 130.02080:5968.33 140.16367:35210.16 141.17236:86409.53 142.17631:11016.87 142.55564:957.66 143.23182:2667.56 143.38019:5985.07 157.94887:697.61 168.19966:19377.81 169.19803:2115.38 170.21225:197249.56 171.21740:25590.38 171.51767:693.42 172.20554:1726.15 189.13412:361.47 251.79315:198.55 338.34525:112.80 391.21255:134.53 411.60730:169.16 428.60452:496.58 430.54435:389.35 463.04585:80.81 482.53141:508.44 484.28567:331.86 486.10662:111.81 493.88155:328.72 496.46261:202.97 498.37858:325.25 509.90165:322.35 510.85663:116.29 513.85596:264.43 518.86377:120.25 532.53958:108.40 542.30544:409.72 545.04443:319.96 552.68922:94.12 566.39437:314.67 571.45821:192.36 615.96615:374.70 617.83892:130.01 633.18888:275.10 633.80267:109.85
Peak 15	32702614			338.732	2164969	0.779	1.02	10261	9563	235.88	XIC(235.88±500ppm)			Unknown	Day 4 L-4 v-2:3	44.49192:1490.46 44.65912:1385.72 44.87784:424.37 45.38480:1436.85 45.48576:336.76 46.57548:648.60 47.31267:272.34 47.60252:542.90 47.84895:996.26 48.02079:38655.23 49.02988:266540.86 49.38252:2437.47 49.51173:2998.96 49.71387:3242.74 49.88098:1783.80 50.03468:1541782.71 50.88619:886.07 51.04123:209099.96 51.38671:1830.86 51.45436:344.16 51.61111:300.64 52.04219:15421.02 52.20677:828.27 53.78483:548.61 60.01916:38770.24 60.83110:566.76 61.02642:70743.01 61.37199:1791.91 61.51428:526.21 61.59984:267.08 62.03012:43714.04 63.03354:12656.93 63.19014:1105.57 65.80773:255.42 69.45106:227.26 72.01601:34551.45 72.24841:714.89 73.02355:309600.10 73.42026:938.58 73.54763:3623.41 73.77193:1947.36 74.02985:1082536.36 75.03570:1503365.03 76.04234:967059.92 76.47852:11896.90 76.98993:276408.83 77.48099:31961.34 77.97928:168275.36 78.48034:25359.14 78.62353:3508.17 78.94134:102439.50 79.47894:3213.09 79.60102:503.24 79.94578:25958.87 80.40603:1942.35 80.60871:1558.76 80.93772:79274.75 81.46916:5070.24 81.70110:762.41 81.94410:30647.18 82.16712:3199.22 82.50603:898.43 82.63670:869.14 82.94717:2327.17 83.37569:275.35 83.43269:233.15 85.44182:933.83 86.30765:256.82 86.56878:243.59 86.62687:270.90 86.96280:2264.93 87.28153:474.88 87.40452:965.80 87.55478:891.01 87.63253:354.48 87.73418:257.28 87.86479:888.10 87.92533:418.63 88.29048:241.93 88.48394:1149.21 88.87557:1569.49 89.16051:969.51 90.04492:3459.58 90.38377:2783.11 90.93832:17495.71 91.05377:7286.44 91.17270:1133.59 92.93772:25133.83 94.01716:14745.73 95.00284:6391.20 95.20982:671.80 95.85100:372.40 96.32817:998.08 96.46581:687.68 96.59918:1476.13 102.93012:2587.25 103.93920:28290.03 104.34086:493.74 104.51793:1068.16 104.94418:27246.10 105.93796:28056.54 106.94127:23776.05 107.92774:271.14 114.94225:3532.71 115.94121:14362.74 116.33763:468.91 116.43914:474.43 116.93860:131483.52 117.44141:8937.71 117.93663:227429.58 118.43881:15893.53 118.93761:121120.23 119.43790:8856.52 119.66480:1190.22 119.81508:218.61 119.97002:1034.58 120.55078:311.85 120.58581:336.26 120.68778:477.28 120.75733:295.66 121.51411:527.92 122.23536:490.89 122.29670:1696.29 122.78993:371.67 122.94461:255.49 123.01385:402.50 123.49410:831.70 123.75822:450.30 123.95042:344.72 124.05471:531.58 124.37462:984.43 124.62766:392.20 124.69287:598.65 124.90937:1283.19 125.32647:766.71 125.66515:2592.20 125.92163:1705.32 126.36213:1203.34 126.53287:980.00 126.92971:4977.17 127.15051:1940.12 127.39742:1400.35 127.58856:1122.65 127.93821:44777.77 128.43828:1505.66 128.95103:57710.78 129.93881:48240.08 130.94669:49491.17 131.58308:1431.66 131.76765:468.19 131.94967:5866.24 132.19816:2080.86 132.50415:1780.36 132.59433:401.04 132.73675:523.56 132.95773:1725.79 133.40355:233.40 133.54781:256.97 133.77696:982.34 134.74096:208.35 137.39923:214.00 139.88197:771.85 140.95447:3122.09 141.11997:966.20 141.95752:1071.56 142.99032:7321.54 143.22019:708.79 145.60532:205.54 147.74085:462.38 148.73083:10232.48 152.95300:26646.35 153.95703:42618.54 154.96116:1289526.63 155.96287:134610.30 156.95935:1247148.86 157.96465:106375.17 160.94989:5520.22 161.24194:851.83 161.83916:1370.86 183.38189:246.28 183.78206:473.07 184.84381:621.24 186.84877:1136.51 191.56672:425.18 194.77903:464.46 194.89251:1303.70 196.63543:211.35 196.87294:1735.12 196.99367:1356.82 197.38044:231.07 197.59982:232.41 198.80833:517.20 199.20450:935.22 205.75804:195.69 205.86947:431.24 207.85853:1391.12 209.76339:206.79 209.89908:271.69 211.25834:326.76 221.05917:821.23 222.52330:190.38 232.53016:450.64 232.88582:5735.78 233.15185:532.59 233.45589:1694.21 233.87736:1384111.42 234.87895:99556.15 235.87591:2702458.69 236.87633:181336.25 237.87236:1316748.68 238.87469:87342.82 239.86784:5397.23 240.11518:519.96 240.28420:266.21 240.50098:1294.35 240.91383:222.88 249.81516:221.75 256.84356:332.35 294.59751:187.79 308.64239:106.68 317.42662:192.26 326.39057:93.92 338.05812:98.56 354.23239:352.58 373.56599:141.12 381.45348:146.87 392.97470:320.48 403.53773:143.98 409.41803:204.77 414.59040:107.16 427.56684:171.46 451.42705:131.83 467.62667:96.38 470.80600:125.54 497.84110:262.49 498.64883:87.81 499.02531:168.62 503.92660:220.44 508.45959:188.14 510.22157:122.04 529.73268:97.65 530.02190:443.70 535.93211:80.57 539.51578:303.11 559.31659:164.93 561.60850:82.07 567.66034:186.29 568.14010:131.57 568.76640:248.57 575.42875:265.68 577.40783:139.05 580.17363:414.00 634.38717:322.59 634.74649:170.92 635.45481:114.34 637.93776:225.44 639.87105:87.21 649.90344:304.32
Peak 16	608454	169		340.513	38870	0.723	1.14	94	99	281.05	XIC(281.05±500ppm)			Unknown	Day 4 L-4 v-2:3	75.05734:4606.90 126.02325:1473.41 133.01146:3357.71 191.02031:3062.06 193.01952:7647.90 194.01729:382.58 235.87201:5532.26 237.96657:429.23 249.04789:1059.08 250.97665:3766.50 252.06519:559.02 265.03141:3355.02 266.00173:2469.48 266.49533:248.30 266.64759:303.19 267.02730:2947.02 281.04963:46072.27 282.03834:12237.13 283.05556:7511.47 362.27585:226.12 466.95161:75.96 469.11353:80.37 570.55334:267.77 613.21637:83.09 631.79581:164.80
Peak 17	411309			348.644	18260	0.854	0.41	50	26	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.06165:26439.16 75.04639:1101.81 93.07504:942.83 112.03587:7215.13 156.99358:8254.36 163.02880:3268.83 163.98889:633.75 173.49855:160.50 324.90202:1269.08 325.17393:1121.76 325.51546:458.18 325.95506:3082.29 326.70303:369.54 341.01134:11006.46 341.39638:227.03 341.51178:214.65 341.98097:3914.24 342.98772:1467.69 343.18735:404.40 350.86590:95.03 351.59692:188.00 363.79277:123.11 371.81772:160.78 379.74767:149.23 392.11122:396.93 408.38250:113.41 408.64325:527.04 425.50095:251.00 427.89016:271.82 433.13639:298.84 437.60101:87.55 457.75235:172.22 458.22016:115.25 467.08658:79.55 470.97289:256.46 484.59304:119.30 487.13995:114.53 498.30021:116.24 500.95275:103.18 509.49535:414.15 514.10866:126.18 562.67974:173.83 571.86806:75.66 578.72465:251.27 591.98181:80.34 608.08670:205.77 637.18794:119.74
Peak 18	3137743			376.566	156901	0.841	1.06	262	142	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	46.73522:406.22 56.07356:12325.66 59.04674:11562.43 73.05885:239722.99 74.05733:23077.40 75.04937:10294.21 117.01460:2180.68 133.06671:4399.09 147.07290:32040.19 148.06853:5077.20 149.05317:3484.64 190.94183:465.20 191.13412:1832.12 193.01844:1745.67 207.03998:10301.31 208.02573:1205.66 222.95534:1115.23 236.86002:198.44 250.95155:566.00 253.05610:3075.40 253.25417:709.75 253.38116:253.24 253.97795:410.55 264.97020:613.11 267.00689:1797.12 267.13196:384.70 294.96814:1037.81 296.85283:191.06 310.89571:330.24 312.66060:1178.85 312.91229:759.04 313.10197:267.47 314.48484:184.80 314.93849:792.51 323.04789:1091.00 323.23899:183.00 323.94189:344.11 325.01592:19865.26 325.98634:13383.78 326.97336:7864.26 327.54751:435.76 327.94954:3068.80 328.11447:491.00 331.17141:974.90 338.95136:508.02 339.49501:166.58 341.03001:74195.83 342.02318:25861.26 343.02569:17796.89 343.52515:990.31 344.01570:5807.16 344.48825:434.30 344.98852:2096.48 345.20948:911.36 346.87037:843.50 347.41032:3674.84 348.07857:631.87 348.37018:2383.85 349.17166:192.41 349.39894:1434.36 350.51887:424.93 350.72154:205.66 365.43427:189.80 366.65731:82.72 367.25551:85.70 370.73465:86.15 377.59005:297.17 381.20956:148.33 385.95212:361.68 394.74111:135.73 396.97783:175.48 398.47250:135.29 413.92440:330.87 423.79719:122.50 424.14702:168.74 425.37505:229.61 425.95080:372.74 427.56367:388.28 429.09502:31135.65 430.10235:13339.99 431.11183:8987.10 431.61165:178.10 432.09836:2674.31 432.32559:291.59 433.07143:1014.43 434.01545:112.70 438.51605:143.80 440.15244:133.75 448.01423:363.20 448.51235:122.06 455.58179:270.62 487.72702:154.99 494.61238:128.43 502.00175:134.42 507.40386:120.35 511.13900:86.65 515.73854:110.39 520.64368:134.73 539.40794:83.45 546.75837:140.55 549.09760:119.42 550.19583:150.65 564.09110:250.38 571.34542:125.37 579.58610:83.84 587.20453:146.87 597.46526:124.86 601.32224:277.64 605.62753:285.79 622.22000:136.93 628.70253:148.72 639.98943:297.28 641.13563:106.18 641.41099:220.96 644.85759:103.07 649.30632:117.77
Peak 19	702687	102		393.72	49223	0.710	1.16	68	56	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05713:75254.84 74.06225:6104.02 75.04734:7896.22 128.58042:229.56 208.97557:956.34 250.95980:3196.39 251.91527:1883.10 252.06461:783.51 252.23927:217.08 265.03915:1277.73 267.00667:16890.45 268.03024:4369.59 268.95073:1739.72 281.06098:4820.95 309.85047:156.67 314.65099:90.63 324.92543:269.22 325.15063:238.23 348.76332:94.63 351.09991:150.66 354.47012:459.71 355.05188:14443.41 355.59122:317.90 356.05444:5285.08 356.53397:266.70 357.02712:4258.57 357.50672:126.27 357.62481:104.08 390.50705:188.55 434.82970:257.85 476.88793:251.12 479.89736:290.01 492.35709:264.77 497.11583:115.26 510.29211:180.88 510.95658:272.08 518.65039:125.89 528.79869:97.53 530.55865:143.69 530.63283:146.81 534.48716:118.77 556.04002:238.16 562.76135:312.71 587.28020:143.97 589.74695:198.75 590.69079:121.37 596.18523:338.29 610.19299:477.31 611.67065:98.91 627.60673:111.11 649.62467:106.26
Peak 20	257490	16		398.134	8745	1.222	1.55	18	36	84.98	XIC(84.98±500ppm)			Unknown	Day 4 L-4 v-2:3	84.97601:8128.87 86.96312:1699.29 100.92902:2668.97 102.94395:2298.39 150.98397:1650.12 152.91015:700.17 247.74666:132.52 334.05606:514.20 354.52871:163.77 371.60313:275.62 382.46011:290.34 386.56555:240.89 471.79128:190.76 472.33015:199.49 473.86014:96.45 478.53109:195.74 480.53109:340.30 502.15381:323.90 505.43611:115.02 514.10866:97.67 518.36594:129.28 522.35525:115.63 535.53872:259.99 541.48144:246.83 544.46163:168.61 547.34271:119.46 549.46355:77.64 560.57258:302.66 574.33520:79.86 575.56783:284.05 578.51670:366.54 580.07299:164.60 580.78966:98.30 589.85618:86.34 592.58983:80.57 626.00303:227.21
Decane	45561047	822		403.181	3257594	0.722	1.01	2821	910	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.54377:22525.69 44.95171:2880.50 45.07446:11169.14 45.96153:1400.22 46.06293:3509.71 46.93807:577.75 47.06573:2668.06 47.89724:2274.38 48.03206:1972.93 48.12057:895.18 48.66354:1403.70 48.72790:3805.47 48.94674:2099.70 49.21479:6083.52 49.86664:9052.95 50.09858:1588.21 50.18604:4326.71 51.04132:21948.85 52.05155:18263.56 52.70466:2664.85 53.05739:117993.29 53.48826:2604.00 53.77339:3403.43 53.89961:6911.63 54.06425:140271.67 54.72335:2611.33 54.84504:6049.70 55.07094:1107760.01 56.07791:912854.80 56.69533:5286.58 57.08447:5497285.75 58.08765:246532.89 59.08667:10773.21 59.95911:3587.17 60.12569:1445.15 60.97831:6888.33 61.09838:5161.47 61.98017:4097.47 62.07803:1125.05 62.94241:682.27 63.05304:1349.86 63.15275:1621.35 63.73480:1387.36 63.83627:580.88 64.13501:1244.85 64.75316:1172.75 64.88583:945.97 65.05330:20893.44 65.52975:2951.69 65.64276:1075.22 65.84651:1010.03 66.06037:15347.17 66.85065:1763.25 67.06819:108636.88 68.07449:87024.80 69.08192:465376.48 70.08946:589431.87 71.09583:2911821.38 72.09798:170127.78 72.96687:1370.45 73.10168:7477.99 73.84752:4162.40 74.11544:2889.24 74.92555:494.91 75.15225:2783.24 75.31706:871.94 75.52206:1865.87 75.60024:1291.19 75.81935:1162.01 75.95136:2103.68 76.10437:762.99 76.22365:2395.11 77.05085:15326.87 77.47734:2572.04 77.71901:496.56 77.80157:532.05 77.92491:1090.26 78.17255:1288.01 78.26721:1306.85 78.31208:791.19 78.57419:651.49 79.07223:23634.60 79.66916:2155.81 79.80032:2169.95 79.95044:1017.32 80.07032:6769.95 80.31961:1743.55 80.43848:398.09 80.59136:1539.21 80.74169:1937.93 81.08027:30103.29 82.08553:74012.73 83.09381:245680.39 84.10190:321332.39 84.90786:5937.22 85.10953:1605268.46 86.11187:111081.10 86.89404:3078.24 87.10101:8782.84 88.43187:1747.10 88.59892:700.45 88.68571:1457.07 88.92262:829.40 88.99569:519.69 89.18513:1013.00 89.89654:1476.69 90.68182:310.99 90.74127:285.03 91.02842:3564.27 91.32119:592.76 91.48746:1350.00 91.59026:765.65 91.73992:402.95 91.85963:365.66 91.95149:662.84 92.27701:619.76 92.38379:253.73 92.51779:1344.69 92.64925:882.06 92.75873:406.25 92.84635:1273.77 93.17910:1537.72 93.39489:1066.26 93.51415:551.96 93.58762:338.92 93.78256:2098.14 93.93730:970.48 94.23712:810.25 94.96828:2379.76 95.09438:9813.72 95.24401:1943.81 95.42290:452.76 95.60677:436.33 95.77245:1147.15 95.84429:1140.24 96.10225:30487.89 96.92389:724.40 97.10959:141350.84 98.11493:216588.20 99.12330:345669.46 100.12388:28713.93 101.93585:972.21 102.26205:1041.87 102.44110:960.90 102.50294:470.44 102.67526:214.12 102.87189:1697.17 103.22872:689.80 103.36539:762.01 103.52986:826.27 103.67144:1017.01 103.76961:677.36 103.88062:263.55 104.04284:2954.13 104.27815:860.79 104.47011:781.46 104.82121:370.34 104.88581:827.95 105.59433:981.60 105.66611:940.41 105.84648:484.46 107.11858:586.63 107.63609:291.35 107.78225:1225.35 108.23939:805.76 108.43129:1014.40 108.70740:231.07 109.09767:4163.13 109.84943:233.49 110.11593:11202.71 110.71851:436.05 111.12248:49625.67 111.40969:407.19 111.49128:245.26 111.57327:502.28 111.80411:546.64 112.13012:145199.35 112.47777:1523.26 112.78737:1261.87 113.13810:197355.22 113.89108:2900.13 114.14015:18757.12 115.02990:2775.09 115.21315:1647.09 115.90162:1781.83 116.37129:480.28 116.45630:225.65 116.52368:245.64 116.62023:1131.39 117.08226:2438.64 117.41887:412.86 118.03042:1141.11 118.33351:441.08 119.01525:1546.12 119.21630:1314.47 119.40541:237.44 119.55681:540.43 119.69555:401.98 120.32309:545.62 120.41384:810.78 121.28884:257.46 121.54570:482.42 121.71895:693.45 122.13088:1461.42 122.31661:925.93 122.45426:1355.02 122.71913:359.22 122.78934:614.27 123.15237:461.12 123.25632:280.64 123.34245:370.37 123.41294:629.11 123.58273:713.94 123.84836:943.86 124.12424:4686.73 124.71188:645.54 124.83831:453.82 125.13686:14248.65 125.53902:618.04 125.67668:556.72 125.81571:377.99 126.14645:90933.50 126.74661:919.98 127.15396:146584.91 127.87671:1563.60 128.15787:14698.62 128.59605:904.34 129.36035:284.53 129.57296:1218.98 129.76703:899.17 130.53467:302.20 130.67737:250.83 139.10353:6025.05 140.16074:54939.67 140.76724:461.74 140.80713:709.84 141.17021:113865.85 141.80867:504.56 142.17130:14046.77 142.59419:686.83 142.76553:1497.19 143.14768:902.90 143.39878:799.80 143.56708:980.98 143.78385:1245.77 143.97155:577.10 144.27686:1695.35 144.51689:1236.78 153.17765:759.37 154.17917:25455.52 155.18642:67510.57 156.19706:8738.34 158.21099:3395.56 159.16754:473.93 168.19669:15063.64 169.20150:32272.81 169.55195:584.96 170.20544:5878.04 171.10094:2042.98 171.57759:1182.95 183.21281:286.82 194.29945:624.95 196.22445:10785.36 197.22546:2006.27 198.24152:111423.94 199.24000:16158.01 305.68712:136.38 321.91589:383.35 324.36280:152.85 362.08637:269.28 364.26941:95.08 373.29437:253.89 389.91655:113.96 410.72079:91.39 416.36902:444.93 423.44831:300.01 425.01952:116.38 430.54603:258.10 439.95591:95.20 440.31029:263.17 444.31573:271.73 458.55446:83.76 459.92657:179.48 460.31802:492.20 472.05951:189.90 473.14739:237.54 477.22571:174.08 483.15046:113.22 483.28776:92.23 484.11194:114.13 486.79538:185.79 505.96134:242.79 510.11142:147.15 528.62707:230.63 532.61164:92.86 553.05637:131.14 559.75982:145.67 560.12931:79.24 560.35107:166.16 583.20054:82.24 590.31135:87.94 601.05838:137.90 601.73710:317.74 602.19582:256.27 611.82513:105.72 618.87479:100.44 633.64544:125.28 638.17372:154.92 638.25263:155.02
